S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
unknown
250233	254001	18467	14701	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8856	91.59		True
unknown
642207	642512	23132	23435	Trichococcus_pasteurii_NZ_UETS01000001.1	contig_8856	93.2		True
unknown
229548	230549	34383	33365	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8856	92.57		True
unknown
219597	224395	44637	39858	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8856	90.06		True
unknown
212333	216834	49303	44901	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8856	91.34		True
unknown
208791	211015	54450	52215	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8856	90.7		True
unknown
CONTIG	contig_8856	55175	mis_unaligned
CONTIG	contig_8857	50143	unaligned
CONTIG	contig_8858	5743	unaligned
639373	639748	17996	17619	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8859	90.24		True
CONTIG	contig_8859	28579	correct_unaligned
CONTIG	contig_886	57980	unaligned
4332	4464	11678	11547	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8860	92.48		True
CONTIG	contig_8860	17878	correct_unaligned
CONTIG	contig_8861	24102	unaligned
CONTIG	contig_8862	36969	unaligned
CONTIG	contig_8863	138160	unaligned
CONTIG	contig_8864	46007	unaligned
CONTIG	contig_8865	69638	unaligned
CONTIG	contig_8866	10027	unaligned
1818763	1819084	43134	42813	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_8867	90.06		True
CONTIG	contig_8867	75954	correct_unaligned
CONTIG	contig_8868	13489	unaligned
CONTIG	contig_8869	68097	unaligned
2187487	2187734	28939	28692	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_887	90.73		True
CONTIG	contig_887	49928	correct_unaligned
CONTIG	contig_8870	27606	unaligned
CONTIG	contig_8871	42426	unaligned
CONTIG	contig_8872	23127	unaligned
CONTIG	contig_8873	44694	unaligned
CONTIG	contig_8874	32930	unaligned
CONTIG	contig_8875	27793	unaligned
CONTIG	contig_8876	75480	unaligned
CONTIG	contig_8877	7937	unaligned
CONTIG	contig_8878	59010	unaligned
CONTIG	contig_8879	163792	unaligned
CONTIG	contig_888	42754	unaligned
CONTIG	contig_8880	27346	unaligned
3041486	3041931	78154	78598	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8881	90.16		True
CONTIG	contig_8881	83386	correct_unaligned
CONTIG	contig_8882	52595	unaligned
CONTIG	contig_8883	85531	unaligned
CONTIG	contig_8884	51656	unaligned
CONTIG	contig_8885	20985	unaligned
CONTIG	contig_8886	50522	unaligned
3723018	3723382	21843	22208	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8887	90.44		True
CONTIG	contig_8887	22706	correct_unaligned
CONTIG	contig_8888	111886	unaligned
CONTIG	contig_8889	13560	unaligned
2525336	2525472	17668	17527	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.55		False
2394903	2394989	72951	72865	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	96.55		False
933199	933314	319010	319125	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	93.97		False
946170	946333	331175	331338	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	90.85		False
3712215	3712341	655788	655914	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	95.31		False
1690721	1690851	655919	655789	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.18		False
446388	446518	655788	655919	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.11		False
1747275	1747405	655921	655791	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	93.28		False
2309839	2309962	805248	805125	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	100.0		False
1523221	1523522	88260	87959	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.06		True
unknown
1821889	1822240	421820	421472	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	90.4		True
unknown
1740709	1741019	468221	467911	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	90.68		True
unknown
1037035	1038729	591689	589978	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	90.48		True
unknown
393700	394700	608164	607165	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.51		True
unknown
391148	392541	610934	609540	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	90.9		True
unknown
1680255	1682258	662243	660240	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	90.37		True
unknown
1673876	1674817	668848	667911	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.08		True
unknown
2299262	2302429	814313	811152	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	99.65		True
unknown
2002315	2005668	909386	912726	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_889	91.51		True
unknown
CONTIG	contig_889	990588	mis_unaligned
CONTIG	contig_8890	6830	unaligned
CONTIG	contig_8891	50583	unaligned
CONTIG	contig_8892	20479	unaligned
2256039	2258616	22449	25024	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8893	90.3		True
CONTIG	contig_8893	37733	correct_unaligned
CONTIG	contig_8894	19363	unaligned
CONTIG	contig_8895	9961	unaligned
CONTIG	contig_8896	44166	unaligned
CONTIG	contig_8897	4461	unaligned
3886862	3887448	14053	13467	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8898	93.19		True
unknown
3848178	3848390	35976	35764	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8898	90.61		True
unknown
3839291	3842990	44780	41075	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8898	90.07		True
unknown
CONTIG	contig_8898	44810	mis_unaligned
CONTIG	contig_8899	35800	unaligned
CONTIG	contig_890	41973	unaligned
CONTIG	contig_8900	117042	unaligned
CONTIG	contig_8901	32572	unaligned
CONTIG	contig_8902	50549	unaligned
CONTIG	contig_8903	96523	unaligned
CONTIG	contig_8904	25432	unaligned
CONTIG	contig_8905	20437	unaligned
CONTIG	contig_8906	66210	unaligned
CONTIG	contig_8907	37814	unaligned
CONTIG	contig_8908	29202	unaligned
CONTIG	contig_8909	39407	unaligned
CONTIG	contig_891	18185	unaligned
CONTIG	contig_8910	42321	unaligned
CONTIG	contig_8911	29126	unaligned
CONTIG	contig_8912	27056	unaligned
CONTIG	contig_8913	31908	unaligned
CONTIG	contig_8914	35525	unaligned
CONTIG	contig_8915	98663	unaligned
CONTIG	contig_8916	14386	unaligned
CONTIG	contig_8917	60695	unaligned
CONTIG	contig_8918	18408	unaligned
672420	672643	15555	15778	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8919	90.18		True
CONTIG	contig_8919	146739	correct_unaligned
2598420	2598627	177405	177198	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_892	90.43		True
unknown
2593656	2594232	182040	181463	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_892	90.31		True
unknown
CONTIG	contig_892	187975	mis_unaligned
CONTIG	contig_8920	24805	unaligned
CONTIG	contig_8921	45542	unaligned
CONTIG	contig_8922	4450	unaligned
CONTIG	contig_8923	46004	unaligned
CONTIG	contig_8924	24135	unaligned
CONTIG	contig_8925	48130	unaligned
CONTIG	contig_8926	55292	unaligned
CONTIG	contig_8927	38997	unaligned
CONTIG	contig_8928	16389	unaligned
CONTIG	contig_8929	67812	unaligned
1071419	1071503	1103369	1103453	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_893	98.82		False
1071895	1072148	1103844	1104098	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_893	90.2		False
3254519	3254603	1103453	1103369	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_893	98.82		True
unknown
3253874	3254127	1104098	1103844	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_893	90.2		True
unknown
CONTIG	contig_893	1174192	mis_unaligned
CONTIG	contig_8930	24939	unaligned
CONTIG	contig_8931	74869	unaligned
CONTIG	contig_8932	39147	unaligned
CONTIG	contig_8933	35720	unaligned
CONTIG	contig_8934	31562	unaligned
CONTIG	contig_8935	187060	unaligned
CONTIG	contig_8936	93127	unaligned
2993196	2993479	132694	132409	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8937	92.01		True
CONTIG	contig_8937	132711	correct_unaligned
CONTIG	contig_8938	56589	unaligned
CONTIG	contig_8939	38336	unaligned
CONTIG	contig_8940	16242	unaligned
CONTIG	contig_8941	39229	unaligned
CONTIG	contig_8942	99604	unaligned
CONTIG	contig_8943	14639	unaligned
396408	398036	3688	5311	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8944	92.51		True
relocation, inconsistency = -1153
398438	399226	6866	7650	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8944	93.54		True
relocation, inconsistency = 1488
400777	401366	7713	8299	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8944	90.0		True
local misassembly
401463	402651	8888	10074	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8944	90.25		True
local misassembly
403608	405594	11040	13049	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8944	91.44		True
local misassembly
407670	414157	15109	21628	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_8944	91.24		True
translocation
156168	158421	21629	23929	Trichococcus_pasteurii_NZ_UETS01000005.1	contig_8944	90.85		True
CONTIG	contig_8944	23950	misassembled
CONTIG	contig_8945	31546	unaligned
CONTIG	contig_8946	37980	unaligned
CONTIG	contig_8947	18498	unaligned
CONTIG	contig_8948	47695	unaligned
CONTIG	contig_8949	32480	unaligned
CONTIG	contig_895	4938	unaligned
CONTIG	contig_8950	17552	unaligned
CONTIG	contig_8951	11713	unaligned
CONTIG	contig_8952	7811	unaligned
CONTIG	contig_8953	121229	unaligned
CONTIG	contig_8954	23527	unaligned
CONTIG	contig_8955	9152	unaligned
CONTIG	contig_8956	11869	unaligned
3652400	3652536	67632	67496	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_8957	94.89		True
CONTIG	contig_8957	308632	correct_unaligned
CONTIG	contig_8958	43912	unaligned
CONTIG	contig_8959	38459	unaligned
CONTIG	contig_896	18628	unaligned
CONTIG	contig_8960	48855	unaligned
CONTIG	contig_8961	71864	unaligned
CONTIG	contig_8962	56533	unaligned
CONTIG	contig_8963	8541	unaligned
CONTIG	contig_8964	130274	unaligned
CONTIG	contig_8965	46010	unaligned
CONTIG	contig_8966	18751	unaligned
CONTIG	contig_8967	12471	unaligned
CONTIG	contig_8968	104283	unaligned
CONTIG	contig_8969	32102	unaligned
671504	671786	1024	742	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_897	95.41		False
44580	45010	5	435	Trichococcus_pasteurii_NZ_UETS01000012.1	contig_897	90.55		True
unknown
642206	642512	893	587	Trichococcus_pasteurii_NZ_UETS01000001.1	contig_897	97.39		True
unknown
50457	51443	12453	13443	Trichococcus_pasteurii_NZ_UETS01000012.1	contig_897	90.82		True
unknown
52581	58916	14325	20651	Trichococcus_pasteurii_NZ_UETS01000012.1	contig_897	92.17		True
unknown
CONTIG	contig_897	20651	mis_unaligned
CONTIG	contig_8970	13040	unaligned
CONTIG	contig_8971	4181	unaligned
CONTIG	contig_8972	63846	unaligned
CONTIG	contig_8973	36179	unaligned
CONTIG	contig_8974	13444	unaligned
CONTIG	contig_8975	26787	unaligned
CONTIG	contig_8976	11058	unaligned
CONTIG	contig_8977	12881	unaligned
CONTIG	contig_8978	81637	unaligned
CONTIG	contig_8979	102140	unaligned
CONTIG	contig_898	41737	unaligned
CONTIG	contig_8980	181956	unaligned
CONTIG	contig_8981	4943	unaligned
CONTIG	contig_8982	75529	unaligned
5360399	5362779	1	2349	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.81		False
620734	623114	1	2349	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.81		False
4708415	4710800	2354	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.83		False
4577360	4579745	2354	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.83		False
3806600	3808985	2354	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.83		False
4176700	4179085	2354	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.83		False
4809524	4811909	2354	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.83		False
4708273	4708366	2448	2355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.87		False
4577218	4577311	2448	2355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.87		False
3806458	3806551	2448	2355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.87		False
4176558	4176651	2448	2355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.87		False
4809382	4809475	2448	2355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.87		False
5362828	5362926	2350	2448	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.98		False
623163	623261	2350	2448	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.98		False
4618735	4621120	2354	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	91.83		True
unknown
4618593	4618686	2448	2355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_8984	97.87		True
unknown
CONTIG	contig_8984	169114	mis_unaligned
CONTIG	contig_8985	24904	unaligned
CONTIG	contig_8986	14092	unaligned
CONTIG	contig_8987	37084	unaligned
CONTIG	contig_8989	66166	unaligned
2387569	2387763	22886	23080	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_899	94.87		True
CONTIG	contig_899	32823	correct_unaligned
CONTIG	contig_8990	2583	unaligned
CONTIG	contig_8991	9253	unaligned
CONTIG	contig_8992	7752	unaligned
CONTIG	contig_8993	13178	unaligned
CONTIG	contig_8994	140174	unaligned
CONTIG	contig_8995	9010	unaligned
CONTIG	contig_8996	18071	unaligned
CONTIG	contig_8997	30824	unaligned
CONTIG	contig_8998	1495	unaligned
738994	747311	8306	1	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9	97.72		True
CONTIG	contig_9	8306	correct
CONTIG	contig_900	15434	unaligned
CONTIG	contig_9000	8197	unaligned
CONTIG	contig_9001	3214	unaligned
359341	359588	10795	10548	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9002	91.13		True
CONTIG	contig_9002	25590	correct_unaligned
CONTIG	contig_9003	8051	unaligned
CONTIG	contig_9004	7874	unaligned
CONTIG	contig_9005	14639	unaligned
CONTIG	contig_9006	37960	unaligned
CONTIG	contig_9007	44747	unaligned
CONTIG	contig_9008	3768	unaligned
CONTIG	contig_9009	2648	unaligned
1441051	1441248	28624	28427	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_901	91.5		True
CONTIG	contig_901	63729	correct_unaligned
CONTIG	contig_9010	10431	unaligned
CONTIG	contig_9011	3848	unaligned
CONTIG	contig_9012	9411	unaligned
1017141	1017226	24202	24287	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9013	96.51		True
CONTIG	contig_9013	42908	correct_unaligned
324013	327596	21797	18219	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9014	99.61		True
unknown
327688	328705	22795	21779	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9014	99.8		True
unknown
CONTIG	contig_9014	22829	mis_unaligned
CONTIG	contig_9015	130087	unaligned
CONTIG	contig_9016	44423	unaligned
CONTIG	contig_9017	3163	unaligned
CONTIG	contig_9018	84018	unaligned
CONTIG	contig_9019	69490	unaligned
CONTIG	contig_902	74844	unaligned
CONTIG	contig_9020	37177	unaligned
CONTIG	contig_9021	16701	unaligned
751066	751167	71749	71850	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9022	96.08		True
CONTIG	contig_9022	107302	correct_unaligned
CONTIG	contig_9023	31332	unaligned
CONTIG	contig_9024	11197	unaligned
CONTIG	contig_9025	2986	unaligned
CONTIG	contig_9026	50367	unaligned
CONTIG	contig_9027	20679	unaligned
CONTIG	contig_9028	6637	unaligned
CONTIG	contig_9029	12567	unaligned
CONTIG	contig_9030	15059	unaligned
CONTIG	contig_9031	18157	unaligned
CONTIG	contig_9032	11071	unaligned
CONTIG	contig_9033	60427	unaligned
CONTIG	contig_9034	74934	unaligned
CONTIG	contig_9035	24892	unaligned
CONTIG	contig_9036	4822	unaligned
CONTIG	contig_9037	7629	unaligned
CONTIG	contig_9038	11079	unaligned
CONTIG	contig_9039	55178	unaligned
CONTIG	contig_904	2527	unaligned
CONTIG	contig_9040	34138	unaligned
CONTIG	contig_9041	15823	unaligned
CONTIG	contig_9042	31347	unaligned
3118029	3123235	1	5192	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9043	99.08		True
relocation, inconsistency = -334349
2789032	2793573	5338	9913	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9043	97.47		True
relocation, inconsistency = -7689
2793574	2799326	17603	23347	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9043	98.47		True
relocation, inconsistency = 1488448
1295648	1305084	32812	23389	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9043	98.92		True
relocation, inconsistency = 7478
1284479	1288169	36503	32813	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9043	98.16		True
CONTIG	contig_9043	36503	misassembled
CONTIG	contig_9044	11508	unaligned
CONTIG	contig_9045	64148	unaligned
CONTIG	contig_9046	14224	unaligned
CONTIG	contig_9047	18429	unaligned
CONTIG	contig_9048	10073	unaligned
CONTIG	contig_9049	12313	unaligned
CONTIG	contig_905	2557	unaligned
CONTIG	contig_9050	30156	unaligned
CONTIG	contig_9051	15989	unaligned
CONTIG	contig_9052	9510	unaligned
CONTIG	contig_9055	17554	unaligned
CONTIG	contig_9056	5929	unaligned
CONTIG	contig_9057	6454	unaligned
CONTIG	contig_9058	3921	unaligned
CONTIG	contig_9059	20315	unaligned
368870	370283	78653	80070	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_906	90.55		True
unknown
1267113	1267480	328093	327725	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_906	91.33		True
unknown
CONTIG	contig_906	704037	mis_unaligned
CONTIG	contig_9061	11769	unaligned
CONTIG	contig_9062	15393	unaligned
CONTIG	contig_9063	20021	unaligned
CONTIG	contig_9065	21596	unaligned
CONTIG	contig_9066	25335	unaligned
CONTIG	contig_9067	11315	unaligned
CONTIG	contig_9068	10343	unaligned
CONTIG	contig_9069	16434	unaligned
CONTIG	contig_907	6094	unaligned
CONTIG	contig_9070	36722	unaligned
CONTIG	contig_9071	5660	unaligned
CONTIG	contig_9072	48295	unaligned
CONTIG	contig_9075	7690	unaligned
CONTIG	contig_9076	17742	unaligned
CONTIG	contig_9077	3162	unaligned
CONTIG	contig_9078	12397	unaligned
CONTIG	contig_9079	3037	unaligned
CONTIG	contig_908	25331	unaligned
CONTIG	contig_9080	1351	unaligned
CONTIG	contig_9081	4232	unaligned
CONTIG	contig_9082	24269	unaligned
CONTIG	contig_9083	27535	unaligned
CONTIG	contig_9084	18278	unaligned
CONTIG	contig_9085	51095	unaligned
CONTIG	contig_9086	7140	unaligned
CONTIG	contig_9087	5567	unaligned
CONTIG	contig_9089	14940	unaligned
CONTIG	contig_9090	23546	unaligned
CONTIG	contig_9091	63074	unaligned
CONTIG	contig_9093	1809	unaligned
CONTIG	contig_9098	8478	unaligned
CONTIG	contig_9099	43233	unaligned
618815	622683	3890	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_91	95.99		False
5358480	5362348	3890	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_91	95.99		False
4809960	4813827	1	3890	Raoultella_ornithinolytica_NZ_CP138913.1	contig_91	96.01		True
CONTIG	contig_91	4189	correct
CONTIG	contig_9100	2116	unaligned
CONTIG	contig_9101	16815	unaligned
CONTIG	contig_9102	86487	unaligned
CONTIG	contig_9103	6245	unaligned
1742303	1742493	667480	667671	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9104	91.67		True
CONTIG	contig_9104	811987	correct_unaligned
CONTIG	contig_9105	64669	unaligned
CONTIG	contig_9106	78977	unaligned
CONTIG	contig_9107	11229	unaligned
CONTIG	contig_9108	63266	unaligned
CONTIG	contig_9109	39598	unaligned
CONTIG	contig_9110	1633	unaligned
CONTIG	contig_9111	3025	unaligned
CONTIG	contig_9112	1670	unaligned
CONTIG	contig_9113	18323	unaligned
CONTIG	contig_9114	3457	unaligned
CONTIG	contig_9115	3646	unaligned
CONTIG	contig_9116	2208	unaligned
CONTIG	contig_9117	14064	unaligned
CONTIG	contig_9118	130484	unaligned
CONTIG	contig_9119	13096	unaligned
CONTIG	contig_912	6282	unaligned
357837	364720	5401	12271	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	98.75		True
relocation, inconsistency = 253222
98580	104448	18303	12438	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	97.96		True
relocation, inconsistency = 378607
483056	485917	18304	21169	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	98.02		True
relocation, inconsistency = 456933
11444	26120	35996	21172	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	97.65		True
local misassembly
20	11208	47178	35997	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	98.79		True
relocation, inconsistency = -3072838
3064029	3072380	55930	47656	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	97.53		True
relocation, inconsistency = 694172
2366404	2369856	59376	55931	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	98.85		True
relocation, inconsistency = 1502213
861802	864178	61760	59389	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	99.24		True
relocation, inconsistency = -2533
846685	861802	79453	64293	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9120	98.44		True
CONTIG	contig_9120	79453	misassembled
CONTIG	contig_9121	5220	unaligned
CONTIG	contig_9122	2243	unaligned
CONTIG	contig_9124	6663	unaligned
CONTIG	contig_9125	50071	unaligned
CONTIG	contig_9126	15473	unaligned
CONTIG	contig_9128	44189	unaligned
CONTIG	contig_9129	4264	unaligned
CONTIG	contig_913	17541	unaligned
CONTIG	contig_9130	7920	unaligned
CONTIG	contig_9131	38091	unaligned
CONTIG	contig_9132	9142	unaligned
CONTIG	contig_9133	181738	unaligned
CONTIG	contig_9134	41473	unaligned
CONTIG	contig_9135	80022	unaligned
CONTIG	contig_9136	136658	unaligned
CONTIG	contig_9137	133889	unaligned
CONTIG	contig_9139	291078	unaligned
CONTIG	contig_914	38660	unaligned
CONTIG	contig_9140	135424	unaligned
CONTIG	contig_9141	18161	unaligned
3757441	3758635	89675	88483	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.74		False
4913790	4914984	88483	89675	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.74		False
3078582	3079776	88483	89675	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.74		False
3042277	3043471	88483	89675	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.74		False
4231967	4233161	88483	89675	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.74		False
4789028	4790222	88483	89675	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.74		False
4414142	4415337	89676	88483	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.75		False
962991	964186	88483	89676	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.75		False
573619	574817	88480	89676	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	98.75		True
unknown
1351926	1352002	103447	103523	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
1351925	1352002	103547	103624	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
1351926	1352002	103657	103733	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
1351925	1352002	103756	103833	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
1351926	1352002	103857	103933	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
1351926	1352002	103957	104033	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
1351926	1352002	104057	104133	Raoultella_ornithinolytica_NZ_CP138913.1	contig_9143	100.0		True
unknown
2733844	2733916	109775	109703	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9143	98.63		True
unknown
2733846	2733916	109877	109807	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9143	98.59		True
unknown
2733846	2733925	110016	109937	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9143	97.5		True
unknown
2733844	2733916	110142	110070	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9143	98.63		True
unknown
2733846	2733916	110250	110180	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9143	98.59		True
unknown
CONTIG	contig_9143	308233	mis_unaligned
CONTIG	contig_9144	42195	unaligned
CONTIG	contig_9145	13257	unaligned
CONTIG	contig_9146	5153	unaligned
CONTIG	contig_9147	6133	unaligned
CONTIG	contig_9148	284651	unaligned
CONTIG	contig_9149	26550	unaligned
CONTIG	contig_915	18568	unaligned
CONTIG	contig_9151	12938	unaligned
CONTIG	contig_9153	22974	unaligned
299919	300039	94581	94701	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9154	93.39		True
CONTIG	contig_9154	116928	correct_unaligned
CONTIG	contig_9155	34049	unaligned
CONTIG	contig_9157	64961	unaligned
CONTIG	contig_9158	75154	unaligned
CONTIG	contig_9160	28085	unaligned
CONTIG	contig_9161	21336	unaligned
CONTIG	contig_9162	16222	unaligned
CONTIG	contig_9163	35173	unaligned
CONTIG	contig_9164	13913	unaligned
CONTIG	contig_9166	7731	unaligned
CONTIG	contig_9167	2728	unaligned
CONTIG	contig_9168	8455	unaligned
CONTIG	contig_9169	4046	unaligned
3642164	3642348	61781	61965	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9170	92.47		True
CONTIG	contig_9170	106799	correct_unaligned
CONTIG	contig_9171	14481	unaligned
CONTIG	contig_9172	42613	unaligned
CONTIG	contig_9173	30037	unaligned
CONTIG	contig_9174	68399	unaligned
714144	714420	97330	97053	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_9175	90.65		True
CONTIG	contig_9175	104251	correct_unaligned
CONTIG	contig_9176	18694	unaligned
CONTIG	contig_9177	8211	unaligned
2937442	2937959	1719	2240	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9178	90.42		True
unknown
2278323	2279666	7620	6270	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_9178	92.93		True
unknown
CONTIG	contig_9178	167803	mis_unaligned
CONTIG	contig_9179	86993	unaligned
CONTIG	contig_918	10244	unaligned
CONTIG	contig_9180	4107	unaligned
CONTIG	contig_9181	5303	unaligned
CONTIG	contig_9182	32162	unaligned
CONTIG	contig_9183	17183	unaligned
CONTIG	contig_9184	40529	unaligned
CONTIG	contig_9185	3930	unaligned
CONTIG	contig_9186	13516	unaligned
